Pavadinimas,Rajonas,Gatve,Kaina,Visa_info,Dydis,Kambariai,Metai,Aukstas/is,Nuoroda
"Dainava, V. Krėvės pr.",Dainava, V. Krėvės pr.,57 000 ,"
                            2 rooms, 44,04 m², 3/5 floor, 1969 year, block house, central, fully equipped                        ", 44.04 ,2, 1969 , 3/5 ,/butai-kaune-dainavoje-v-kreves-pr-parduodamas-2-kambariu-butas-su-rusiu-1-3021043/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F7%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Dainava, Partizanų g.",Dainava, Partizanų g.,64 900 ,"
                            3 rooms, 49 m², 5/5 floor, 1969 year, block house, central, fully equipped                        ", 49 ,3, 1969 , 5/5 ,/butai-kaune-dainavoje-partizanu-g-naujai-suremontuotas-3kambariu-butas-1-3032853/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F7%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Dainava, V. Krėvės pr.",Dainava, V. Krėvės pr.,55 000 ,"
                            1 rooms, 30,17 m², 5/5 floor, 1966 year, brick, central, fully equipped                        ", 30.17 ,1, 1966 , 5/5 ,/butai-kaune-dainavoje-v-kreves-pr-parduodamas-1-kambario-butas-v-kreves-pr-1-3032843/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F7%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Žemieji Šančiai, Vokiečių g.",Žemieji Šančiai, Vokiečių g.,79 500 ,"
                            2 rooms, 44 m², 3/4 floor, 2021 year, brick, central thermostat, partial decoration                        ", 44 ,2, 2021 , 3/4 ,/butai-kaune-sanciuose-vokieciu-g-jau-galima-irengineti-namai-ant-nemuno-1-3032167/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F7%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Vilijampolė, Brastos g.",Vilijampolė, Brastos g.,186 600 ,"
                            3 rooms, 80,7 m², 2/6 floor, 2021 year, brick, central thermostat, partial decoration                        ", 80.7 ,3, 2021 , 2/6 ,/butai-kaune-vilijampoleje-brastos-g-desiniajame-neries-krante-kitapus-1-2846803/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F7%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Vilijampolė, Brastos g.",Vilijampolė, Brastos g.,214 700 ,"
                            3 rooms, 78,4 m², 6/6 floor, 2021 year, brick, central thermostat, partial decoration                        ", 78.4 ,3, 2021 , 6/6 ,/butai-kaune-vilijampoleje-brastos-g-desiniajame-neries-krante-kitapus-1-2846811/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F7%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Eiguliai, Kalniečių g.",Eiguliai, Kalniečių g.,140 000 ,"
                            2 rooms, 53,39 m², 5/8 floor, 2014 year, brick, central thermostat, fully equipped                        ", 53.39 ,2, 2014 , 5/8 ,/butai-kaune-eiguliuose-kalnieciu-g-korio-namas-silti-ir-jaukus-namai-kaune-1-3031793/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F7%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Panerys, Panerių g.",Panerys, Panerių g.,47 000 ,"
                            1 rooms, 40,69 m², 3/4 floor, 1987 year, block house, central thermostat, partial decoration                        ", 40.69 ,1, 1987 , 3/4 ,/butai-kaune-paneryje-paneriu-g-parduodamas-neirengtas-lofto-tipo-butas-su-17-1-3017923/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F7%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Kalniečiai, P. Plechavičiaus g.",Kalniečiai, P. Plechavičiaus g.,46 700 ,"
                            1 rooms, 42,39 m², 2/16 floor, 1982 year, monolithic, central, fully equipped                        ", 42.39 ,1, 1982 , 2/16 ,/butai-kaune-kalnieciuose-p-plechaviciaus-g-parduodamas-erdvus-1-kambario-butas-labai-1-3018609/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F7%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Senamiestis, Puodžių g.",Senamiestis, Puodžių g.,174 000 ,"
                            3 rooms, 81,92 m², 1/2 floor, 2016 year, brick, central, fully equipped                        ", 81.92 ,3, 2016 , 1/2 ,/butai-kaune-senamiestyje-puodziu-g-parduodu-buta-su-atskiru-iejimu-ir-terasa-1-3030785/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F7%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Dainava, Taikos pr.",Dainava, Taikos pr.,78 000 ,"
                            2 rooms, 53 m², 4/5 floor, 1987 year, brick, central, fully equipped                        ", 53 ,2, 1987 , 4/5 ,/butai-kaune-dainavoje-taikos-pr-bermudu-trikampyje-parduodamas-jaukiai-1-3030243/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F7%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Vilijampolė, Raudondvario pl.",Vilijampolė, Raudondvario pl.,18 999 ,"
                            1 rooms, 18 m², 5/5 floor, 1972 year, brick, central, fully equipped                        ", 18 ,1, 1972 , 5/5 ,/butai-kaune-vilijampoleje-raudondvario-pl-parduodamas-jaukus-ir-siltas-vieno-kambario-1-3030153/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F7%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Centras, Vytauto pr.",Centras, Vytauto pr.,35 000 ,"
                            2 rooms, 38,56 m², 2/2 floor, 1901 year, solid fuel, not equipped                        ", 38.56 ,2, 1901 , 2/2 ,/butai-kaune-centre-vytauto-pr-1-ir-2-kambariu-butai-brokeriai-nedomina-1-3018381/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F7%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Vilijampolė, Demokratų g.",Vilijampolė, Demokratų g.,25 000 ,"
                            2 rooms, 43 m², 2/2 floor, 1950 year, wooden house, central, fully equipped                        ", 43 ,2, 1950 , 2/2 ,/butai-kaune-vilijampoleje-demokratu-g-parduodamas-2-kambariu-butas-vilijampoleje-1-3018281/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F8%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Žaliakalnis, Partizanų g.",Žaliakalnis, Partizanų g.,22 000 ,"
                            1 rooms, 18,5 m², 5/5 floor, 1975 year, brick, central, fully equipped                        ", 18.5 ,1, 1975 , 5/5 ,/butai-kaune-zaliakalnyje-partizanu-g-parduodamas-1k-butas-su-patogumais-wc-ir-1-3017327/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F8%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Dainava, Kovo 11-osios g.",Dainava, Kovo 11-osios g.,51 900 ,"
                            2 rooms, 43,72 m², 1/5 floor, 1971 year, block house, central, not equipped                        ", 43.72 ,2, 1971 , 1/5 ,/butai-kaune-dainavoje-kovo-11-osios-g-parduodamas-butas-dainavos-mikrorajone-1-3029341/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F8%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Petrašiūnai, T. Masiulio g.",Petrašiūnai, T. Masiulio g.,57 500 ,"
                            2 rooms, 37,2 m², 2/5 floor, 2021 year, brick, central thermostat, partial decoration                        ", 37.2 ,2, 2021 , 2/5 ,/butai-kaune-petrasiunuose-t-masiulio-g-pusu-terasos-jaukus-patogumas-kaunas-1-3029131/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F8%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Panemunė, A. Smetonos al.",Panemunė, A. Smetonos al.,39 000 ,"
                            1 rooms, 28,47 m², 4/4 floor, 1960 year, brick, central, fully equipped                        ", 28.47 ,1, 1960 , 4/4 ,/butai-kaune-panemuneje-a-smetonos-al-naujas-stogas-ismoketa-gera-vieta-1-3017157/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F8%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Panemunė, Kampiškių g.",Panemunė, Kampiškių g.,73 500 ,"
                            3 rooms, 54 m², 3/5 floor, 1962 year, brick, central, fully equipped                        ", 54 ,3, 1962 , 3/5 ,/butai-kaune-panemuneje-kampiskiu-g-parduodamas-naujai-suremontuotas-sviesus-1-3029063/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F8%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Dainava, V. Krėvės pr.",Dainava, V. Krėvės pr.,76 000 ,"
                            1 rooms, 33 m², 2/4 floor, 2020 year, brick, gas, fully equipped                        ", 33 ,1, 2020 , 2/4 ,/butai-kaune-dainavoje-v-kreves-pr-modernus-1kambario-butas-pilnai-irengtas-1-3016857/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F8%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Centras, Šiaulių g.",Centras, Šiaulių g.,63 000 ,"
                            3 rooms, 58 m², 2/2 floor, 1949 year, brick, gas, fully equipped                        ", 58 ,3, 1949 , 2/2 ,/butai-kaune-centre-siauliu-g-centre-nuosavoje-valdoje-triju-kambariu-buta-1-3016951/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F8%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Centras, V. Putvinskio g.",Centras, V. Putvinskio g.,75 000 ,"
                            2 rooms, 43 m², 1/2 floor, 1880 year, brick, central, fully equipped                        ", 43 ,2, 1880 , 1/2 ,/butai-kaune-centre-v-putvinskio-g-parduodamas-2k-butas-centre-labai-patogioje-1-3024641/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F8%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Žaliakalnis, Rimvydo g.",Žaliakalnis, Rimvydo g.,57 000 ,"
                            2 rooms, 35 m², 5/5 floor, 1973 year, brick, central, fully equipped                        ", 35 ,2, 1973 , 5/5 ,/butai-kaune-zaliakalnyje-rimvydo-g-parduodamas-35-kvm2-kambariu-butas-yra-1-3016667/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F8%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Kalniečiai, Geležinio Vilko g.",Kalniečiai, Geležinio Vilko g.,77 000 ,"
                            4 rooms, 83,85 m², 8/9 floor, 1979 year, block house, central, fully equipped                        ", 83.85 ,4, 1979 , 8/9 ,/butai-kaune-kalnieciuose-gelezinio-vilko-g-parduodamas-8385-kv-m-4-k-butas-1-3016117/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F8%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Aleksotas, Antakalnio g.",Aleksotas, Antakalnio g.,14 500 ,"
                            1 rooms, 40,19 m², 1/1 floor, 1925 year, wooden house, solid fuel, fully equipped                        ", 40.19 ,1, 1925 , 1/1 ,/butai-kaune-aleksote-antakalnio-g-parduodamas-butas-medinio-namo-mansardoje-1-3027873/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F8%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Kalniečiai, Šiaurės pr.",Kalniečiai, Šiaurės pr.,67 000 ,"
                            2 rooms, 50 m², 3/5 floor, 1979 year, block house, central, fully equipped                        ", 50 ,2, 1979 , 3/5 ,/butai-kaune-kalnieciuose-siaures-pr--buto-plotas-4996-kv-m-butas-3-e-aukste-1-3027755/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F8%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Aukštieji Šančiai, Ašmenos 1-oji g.",Aukštieji Šančiai, Ašmenos 1-oji g.,96 000 ,"
                            2 rooms, 53 m², 7/8 floor, 2008 year, brick, central, fully equipped                        ", 53 ,2, 2008 , 7/8 ,/butai-kaune-aukstuosiuose-sanciuose-asmenos-1-oji-g-parduodamas-tvarkingas-butas-kokybiskai-1-3008673/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F8%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Sargėnai, Žiburių g.",Sargėnai, Žiburių g.,64 900 ,"
                            3 rooms, 90 m², 1/1 floor, 2020 year, brick, gas, partial decoration                        ", 90 ,3, 2020 , 1/1 ,/butai-kaune-sargenuose-ziburiu-g-parduodami-butai-3-arba-2-butu-kotedze-1-2865961/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F8%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Romainiai, J. Matuso g.",Romainiai, J. Matuso g.,86 000 ,"
                            3 rooms, 82 m², 1/1 floor, 2021 year, brick, aerothermal, partial decoration                        ", 82 ,3, 2021 , 1/1 ,/butai-kaune-romainiuose-j-matuso-g-parduoda-statytojas-gerokai-tikslesnis-1-3015001/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F8%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Vilijampolė, Tilžės g.",Vilijampolė, Tilžės g.,36 500 ,"
                            2 rooms, 32 m², 3/5 floor, 1974 year, brick, central, fully equipped                        ", 32 ,2, 1974 , 3/5 ,/butai-kaune-vilijampoleje-tilzes-g-parduodamas-dvieju-kambariu-butas-su-rusiu-1-3014907/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F8%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Dainava, Partizanų g.",Dainava, Partizanų g.,19 900 ,"
                            1 rooms, 18 m², 4/5 floor, 1970 year, brick, central, fully equipped                        ", 18 ,1, 1970 , 4/5 ,/butai-kaune-dainavoje-partizanu-g-parduodamas-1-kamabario-butas-dainavoje-1-3026451/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F8%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Žaliakalnis, Birželio 23-iosios g.",Žaliakalnis, Birželio 23-iosios g.,75 000 ,"
                            3 rooms, 61 m², 5/5 floor, 1970 year, brick, central, fully equipped                        ", 61 ,3, 1970 , 5/5 ,/butai-kaune-zaliakalnyje-birzelio-23-iosios-g-parduodamas-3-kambariu-butas-su-rusiu-1-3014727/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F8%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Romainiai, J. Matuso g.",Romainiai, J. Matuso g.,86 000 ,"
                            3 rooms, 82 m², 1/2 floor, 2021 year, brick, aerothermal, partial decoration                        ", 82 ,3, 2021 , 1/2 ,/butai-kaune-romainiuose-j-matuso-g-parduodami-82-kv-a-klases-lofto-tipo-1-3014665/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F8%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Dainava, V. Krėvės pr.",Dainava, V. Krėvės pr.,51 000 ,"
                            1 rooms, 36 m², 11/16 floor, 1980 year, brick, central, fully equipped                        ", 36 ,1, 1980 , 11/16 ,/butai-kaune-dainavoje-v-kreves-pr-parduodamas-1-kambario-butas-dainavoje-v-1-3025973/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F8%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Šilainiai, Jotvingių g.",Šilainiai, Jotvingių g.,67 000 ,"
                            4 rooms, 82,5 m², 4/9 floor, 1987 year, block house, central, fully equipped                        ", 82.5 ,4, 1987 , 4/9 ,/butai-kaune-silainiuose-jotvingiu-g--erdvus-4-kambariu-83-kv-butas-silainiuose-1-3013939/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F8%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Dainava, Pramonės pr.",Dainava, Pramonės pr.,62 000 ,"
                            2 rooms, 51,03 m², 2/5 floor, 1978 year, block house, central, fully equipped                        ", 51.03 ,2, 1978 , 2/5 ,/butai-kaune-dainavoje-pramones-pr-parduodamas-2-kambariu-butas-dainavos-rajone-1-3025577/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F8%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Žaliakalnis, Archyvo g.",Žaliakalnis, Archyvo g.,232 000 ,"
                            3 rooms, 112,99 m², 8/8 floor, 2007 year, brick, central thermostat, fully equipped                        ", 112.99 ,3, 2007 , 8/8 ,/butai-kaune-zaliakalnyje-archyvo-g-salia-kauno-technikos-kolegijos-netoli-1-3013729/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F8%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Eiguliai, Sukilėlių pr.",Eiguliai, Sukilėlių pr.,71 999 ,"
                            2 rooms, 51 m², 3/5 floor, 1983 year, block house, central, fully equipped                        ", 51 ,2, 1983 , 3/5 ,/butai-kaune-eiguliuose-sukileliu-pr-parduodamas-jaukus-tvarkingas-2-kambariu-1-3013545/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F8%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Dainava, Pramonės pr.",Dainava, Pramonės pr.,47 000 ,"
                            2 rooms, 40 m², 1/5 floor, 1975 year, block house, central, fully equipped                        ", 40 ,2, 1975 , 1/5 ,/butai-kaune-dainavoje-pramones-pr-parduodamas-jaukus-dvieju-kambariu-1-3025327/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F9%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Senamiestis, Šv. Gertrūdos g.",Senamiestis, Šv. Gertrūdos g.,129 500 ,"
                            2 rooms, 43 m², 4/4 floor, 2020 year, brick, gas, fully equipped                        ", 43 ,2, 2020 , 4/4 ,/butai-kaune-senamiestyje-sv-gertrudos-g-parduodamas-kompaktiskas-pilnai-irengtas-su-1-2981715/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F9%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Žaliakalnis, Kampo g.",Žaliakalnis, Kampo g.,86 000 ,"
                            2 rooms, 54 m², 3/5 floor, 1997 year, brick, electric, fully equipped                        ", 54 ,2, 1997 , 3/5 ,/butai-kaune-zaliakalnyje-kampo-g-parduodamas-dvieju-kambariu-butas-zalakalnyje-1-3013507/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F9%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Dainava, Pašilės g.",Dainava, Pašilės g.,4 350 ,"
                            1 rooms, 36,27 m², 9/9 floor, 1982 year, brick, central, fully equipped                        ", 36.27 ,1, 1982 , 9/9 ,/butai-kaune-dainavoje-pasiles-g-kaina-43500-be-tarpininku-parduodamas-1-1-3037219/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F9%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Žaliakalnis, Tulpių g.",Žaliakalnis, Tulpių g.,64 800 ,"
                            3 rooms, 54 m², 2/2 floor, 1931 year, wooden house, gas, electric, fully equipped                        ", 54 ,3, 1931 , 2/2 ,/butai-kaune-zaliakalnyje-tulpiu-g-reikia-remontoskambinti-867173627-1-3037707/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F9%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Šilainiai, Priekulės g.",Šilainiai, Priekulės g.,85 000 ,"
                            3 rooms, 85 m², 4/4 floor, 1999 year, brick, sunbatteries, not equipped                        ", 85 ,3, 1999 , 4/4 ,/butai-kaune-silainiuose-priekules-g-investicinis-objektas-yra-projektas-stogo-1-3037689/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F9%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Vilijampolė, Raudondvario pl.",Vilijampolė, Raudondvario pl.,5 600 ,"
                            1 rooms, 16 m², 3/5 floor, 1961 year, brick, central, not equipped                        ", 16 ,1, 1961 , 3/5 ,/butai-kaune-vilijampoleje-raudondvario-pl-parduodamas-bendrabucio-kambarys-nuotraukos-1-3037677/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F9%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Eiguliai, Sukilėlių pr.",Eiguliai, Sukilėlių pr.,72 000 ,"
                            2 rooms, 37 m², 4/5 floor, 1986 year, block house, central, fully equipped                        ", 37 ,2, 1986 , 4/5 ,/butai-kaune-eiguliuose-sukileliu-pr-labai-jaukus-kompaktiskas-ekonomiskas-butas-1-3037407/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F9%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Dainava, Kovo 11-osios g.",Dainava, Kovo 11-osios g.,64 000 ,"
                            3 rooms, 61,3 m², 4/5 floor, 1966 year, block house, central, fully equipped                        ", 61.3 ,3, 1966 , 4/5 ,/butai-kaune-dainavoje-kovo-11-osios-g-be-tarpininku-sviesus-ir-siltas-3-kamb-1-3023771/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F9%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Žaliakalnis, Kalniečių g.",Žaliakalnis, Kalniečių g.,87 000 ,"
                            3 rooms, 74 m², 1/2 floor, 1936 year, log house, gas, fully equipped                        ", 74 ,3, 1936 , 1/2 ,/butai-kaune-zaliakalnyje-kalnieciu-g-namo-dalis-per-du-aukstus-zaliakalnyje-74-1-3024825/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F9%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Vilijampolė, Varnių g.",Vilijampolė, Varnių g.,58 000 ,"
                            2 rooms, 46 m², 3/5 floor, 1964 year, block house, central, fully equipped                        ", 46 ,2, 1964 , 3/5 ,/butai-kaune-vilijampoleje-varniu-g-skubiai-parduodamas-2-kambariu-butasbuto-1-3037373/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F9%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Dainava, Pramonės pr.",Dainava, Pramonės pr.,48 000 ,"
                            1 rooms, 30,17 m², 4/5 floor, 1970 year, block house, central, fully equipped                        ", 30.17 ,1, 1970 , 4/5 ,/butai-kaune-dainavoje-pramones-pr-parduodamas-1-kambario-butas-pramones-1-3037253/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F9%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Petrašiūnai, R. Kalantos g.",Petrašiūnai, R. Kalantos g.,21 000 ,"
                            1 rooms, 15,6 m², 1/4 floor, 1968 year, brick, central, fully equipped                        ", 15.6 ,1, 1968 , 1/4 ,/butai-kaune-petrasiunuose-r-kalantos-g-petrasiunuose-parduodamas-vieno-kambario-1-3037225/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F9%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Eiguliai, S. Žukausko g.",Eiguliai, S. Žukausko g.,77 000 ,"
                            2 rooms, 53 m², 9/9 floor, 1981 year, block house, central, fully equipped                        ", 53 ,2, 1981 , 9/9 ,/butai-kaune-eiguliuose-s-zukausko-g-parduodamas-tvarkingas-nereikalaujantis-1-3037115/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F9%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Kalniečiai, P. Lukšio g.",Kalniečiai, P. Lukšio g.,289 999 ,"
                            4 rooms, 187 m², 1/3 floor, 2009 year, brick, central, gas, fully equipped                        ", 187 ,4, 2009 , 1/3 ,/butai-kaune-kalnieciuose-p-luksio-g-isskirtinis-butas-su-rusiu-atskirame-6-butu-1-3013245/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F9%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Romainiai, J. Matuso g.",Romainiai, J. Matuso g.,66 000 ,"
                            2 rooms, 57 m², 1/1 floor, 2021 year, brick, aerothermal, partial decoration                        ", 57 ,2, 2021 , 1/1 ,/butai-kaune-romainiuose-j-matuso-g-parduoda-statytojasgerokai-tikslesnis-ir-1-3013197/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F9%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Senamiestis, Kumelių g.",Senamiestis, Kumelių g.,350 000 ,"
                            2 rooms, 74 m², 2/4 floor, 2020 year, brick, gas, fully equipped                        ", 74 ,2, 2020 , 2/4 ,/butai-kaune-senamiestyje-kumeliu-g-prabangus-butas-naujos-statybos-name-su-1-3024317/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F9%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Šilainiai, Mosėdžio g.",Šilainiai, Mosėdžio g.,119 000 ,"
                            2 rooms, 54 m², 6/8 floor, 2008 year, brick, central, central thermostat, fully equipped                        ", 54 ,2, 2008 , 6/8 ,/butai-kaune-silainiuose-mosedzio-g-parduodamas-pilnai-irengtas-2-kambariu-butas-1-3036903/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F9%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Dainava, V. Krėvės pr.",Dainava, V. Krėvės pr.,73 000 ,"
                            2 rooms, 45 m², 4/5 floor, 1969 year, block house, central, fully equipped                        ", 45 ,2, 1969 , 4/5 ,/butai-kaune-dainavoje-v-kreves-pr-sitas-butas-jau-rezervuotas-bet-nuo-1-3024239/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F9%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Dainava, V. Krėvės pr.",Dainava, V. Krėvės pr.,69 000 ,"
                            2 rooms, 44 m², 4/5 floor, 1969 year, block house, central, fully equipped                        ", 44 ,2, 1969 , 4/5 ,/butai-kaune-dainavoje-v-kreves-pr-brokeriu-skambuciai-nepageidaujami-aciu-1-3036711/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F9%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Šilainiai, Jotvingių g.",Šilainiai, Jotvingių g.,89 900 ,"
                            4 rooms, 83 m², 2/9 floor, 1986 year, block house, central, fully equipped                        ", 83 ,4, 1986 , 2/9 ,/butai-kaune-silainiuose-jotvingiu-g-parduodamas-4-kambbutas-silainiuose-1-3024145/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F9%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Dainava, K. Baršausko g.",Dainava, K. Baršausko g.,83 500 ,"
                            2 rooms, 43 m², 1/4 floor, 1961 year, block house, central, fully equipped                        ", 43 ,2, 1961 , 1/4 ,/butai-kaune-dainavoje-k-barsausko-g-k-barsausko-g-80-salia-pc-molas-1-3036611/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F9%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Panemunė, Plento g.",Panemunė, Plento g.,49 000 ,"
                            2 rooms, 35,09 m², 5/5 floor, 1982 year, brick, central, fully equipped                        ", 35.09 ,2, 1982 , 5/5 ,/butai-kaune-panemuneje-plento-g-parduodamas-dvieju-kambariu-3509-kvm-1-2781115/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F9%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Dainava, Taikos pr.",Dainava, Taikos pr.,130 000 ,"
                            5 rooms, 107 m², 5/6 floor, 1986 year, brick, central                        ", 107 ,5, 1986 , 5/6 ,/butai-kaune-dainavoje-taikos-pr-parduodamas-5-kambariu-butas-taikos-pr-1-3033579/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F9%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
