Pavadinimas,Rajonas,Gatve,Kaina,Visa_info,Dydis,Kambariai,Metai,Aukstas/is,Nuoroda
"Centras, Gedimino g.",Centras, Gedimino g.,109 900 ,"
                            1 rooms, 50,45 m², 2/2 floor, 1926 year, brick, central, fully equipped                        ", 50.45 ,1, 1926 , 2/2 ,/butai-kaune-centre-gedimino-g-1-3023075/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F26%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Romainiai, K. Čerbulėno g.",Romainiai, K. Čerbulėno g.,63 950 ,"
                            3 rooms, 61 m², 3/3 floor, 2021 year, brick, gas, partial decoration                        ", 61 ,3, 2021 , 3/3 ,/butai-kaune-romainiuose-k-cerbuleno-g-tiesiogiai-is-statytojo-wwwauksinekalvalt-1-3023053/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F26%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Romainiai, K. Čerbulėno g.",Romainiai, K. Čerbulėno g.,63 950 ,"
                            3 rooms, 61 m², 2/3 floor, 2021 year, brick, gas, partial decoration                        ", 61 ,3, 2021 , 2/3 ,/butai-kaune-romainiuose-k-cerbuleno-g-tiesiogiai-is-statytojo-wwwauksinekalvalt-1-3023051/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F26%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Žaliakalnis, Savanorių pr.",Žaliakalnis, Savanorių pr.,57 500 ,"
                            2 rooms, 31 m², 3/3 floor, 2021 year, brick, central thermostat, fully equipped                        ", 31 ,2, 2021 , 3/3 ,/butai-kaune-zaliakalnyje-savanoriu-pr-minimalistiniu-modernumu-pulsuojantys-loftai-1-3022997/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F26%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Žaliakalnis, Savanorių pr.",Žaliakalnis, Savanorių pr.,46 500 ,"
                            2 rooms, 31 m², 3/3 floor, 2021 year, brick, central thermostat, partial decoration                        ", 31 ,2, 2021 , 3/3 ,/butai-kaune-zaliakalnyje-savanoriu-pr-minimalistiniu-modernumu-pulsuojantys-loftai-1-3022995/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F26%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Eiguliai, S. Žukausko g.",Eiguliai, S. Žukausko g.,55 000 ,"
                            2 rooms, 37 m², 5/5 floor, 1975 year, block house, central, fully equipped                        ", 37 ,2, 1975 , 5/5 ,/butai-kaune-eiguliuose-s-zukausko-g-parduodamas-jaukus-suremontuotas-2kamb-1-3022991/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F26%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Centras, I. Kanto g.",Centras, I. Kanto g.,350 000 ,"
                            2 rooms, 90 m², 8/10 floor, 2009 year, brick, gas, fully equipped                        ", 90 ,2, 2009 , 8/10 ,/butai-kaune-centre-i-kanto-g-prabangus-2-ju-kambariu-butas-prestizineje-1-3022783/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F26%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Dainava, Pasimatymo aklg.",Dainava, Pasimatymo aklg.,103 000 ,"
                            4 rooms, 70,21 m², 1/4 floor, 2021 year, brick, gas, partial decoration                        ", 70.21 ,4, 2021 , 1/4 ,/butai-kaune-dainavoje-pasimatymo-aklg-tai-jau-7-skandea-projekto-namas-si-karta-1-2966811/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F26%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Dainava, Partizanų g.",Dainava, Partizanų g.,86 390 ,"
                            3 rooms, 58 m², 1/8 floor, 2020 year, brick, central thermostat, partial decoration                        ", 58 ,3, 2020 , 1/8 ,/butai-kaune-dainavoje-partizanu-g-klevu-namai-naujas-ekonomiskas-ir-saugus-1-2882857/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F26%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Dainava, Pramonės pr.",Dainava, Pramonės pr.,62 500 ,"
                            3 rooms, 62 m², 5/5 floor, 1969 year, block house, central, fully equipped                        ", 62 ,3, 1969 , 5/5 ,/butai-kaune-dainavoje-pramones-pr-parduodamas-3k-butas-dainavoje-pramones-pr-1-3022383/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F26%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Panemunė, A. Smetonos al.",Panemunė, A. Smetonos al.,39 000 ,"
                            1 rooms, 33,32 m², 4/5 floor, 1992 year, brick, central, fully equipped                        ", 33.32 ,1, 1992 , 4/5 ,/butai-kaune-panemuneje-a-smetonos-al-panemuneje-ramiame-rajone-parduodamas-1-1-3022341/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F26%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Žaliakalnis, Jonavos g.",Žaliakalnis, Jonavos g.,49 900 ,"
                            2 rooms, 47,61 m², 5/5 floor, 1975 year, brick, central, fully equipped                        ", 47.61 ,2, 1975 , 5/5 ,/butai-kaune-zaliakalnyje-jonavos-g-parduodamas-erdvus-2-kambariu-butas-1-2992101/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F26%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Šilainiai, Žaibo g.",Šilainiai, Žaibo g.,75 000 ,"
                            2 rooms, 46,85 m², 7/8 floor, 2021 year, monolithic, central, partial decoration                        ", 46.85 ,2, 2021 , 7/8 ,/butai-kaune-silainiuose-zaibo-g-kaunas-silainiai-zaibo-g-14a-plotas-30-1-3020991/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F26%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Sargėnai, Vandžiogalos pl.",Sargėnai, Vandžiogalos pl.,19 500 ,"
                            1 rooms, 15,62 m², 2/3 floor, 1977 year, brick, electric, partial decoration                        ", 15.62 ,1, 1977 , 2/3 ,/butai-kaune-sargenuose-vandziogalos-pl-parduodamos-patalpos-sargenuose-vandziogalos-1-3022015/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F26%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Centras, V. Putvinskio g.",Centras, V. Putvinskio g.,125 000 ,"
                            3 rooms, 69,86 m², 4/4 floor, 1934 year, brick, central, partial decoration                        ", 69.86 ,3, 1934 , 4/4 ,/butai-kaune-centre-v-putvinskio-g-parduodamas-3-kambariu-butas-vienoje-1-3021883/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F26%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Šilainiai, Vėtrungės g.",Šilainiai, Vėtrungės g.,71 800 ,"
                            4 rooms, 82 m², 5/9 floor, 1986 year, block house, electric, fully equipped                        ", 82 ,4, 1986 , 5/9 ,/butai-kaune-silainiuose-vetrunges-g-ieskote-erdvaus-buto-kauno-mieste-sis-1-3000293/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F26%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Aleksotas, Amerikos Lietuvių g.",Aleksotas, Amerikos Lietuvių g.,136 648 ,"
                            3 rooms, 72 m², 3/3 floor, 2021 year, brick, gas, partial decoration                        ", 72 ,3, 2021 , 3/3 ,/butai-kaune-aleksote-amerikos-lietuviu-g-gera-zinia-is-trio-panoramos-statytoju-a-1-3021769/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F26%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Aleksotas, Amerikos Lietuvių g.",Aleksotas, Amerikos Lietuvių g.,121 767 ,"
                            3 rooms, 65,82 m², 1/3 floor, 2021 year, brick, gas, partial decoration                        ", 65.82 ,3, 2021 , 1/3 ,/butai-kaune-aleksote-amerikos-lietuviu-g-gera-zinia-is-trio-panoramos-statytoju-a-1-3021763/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F26%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Aleksotas, Amerikos Lietuvių g.",Aleksotas, Amerikos Lietuvių g.,121 767 ,"
                            3 rooms, 65,82 m², 1/3 floor, 2021 year, brick, gas, partial decoration                        ", 65.82 ,3, 2021 , 1/3 ,/butai-kaune-aleksote-amerikos-lietuviu-g-gera-zinia-is-trio-panoramos-statytoju-a-1-3021759/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F26%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Aleksotas, Amerikos Lietuvių g.",Aleksotas, Amerikos Lietuvių g.,121 767 ,"
                            3 rooms, 65,82 m², 1/3 floor, 2021 year, brick, gas, partial decoration                        ", 65.82 ,3, 2021 , 1/3 ,/butai-kaune-aleksote-amerikos-lietuviu-g-gera-zinia-is-trio-panoramos-statytoju-a-1-3021753/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F26%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Žemieji Šančiai, A. Juozapavičiaus pr.",Žemieji Šančiai, A. Juozapavičiaus pr.,89 000 ,"
                            2 rooms, 51,6 m², 5/5 floor, 2007 year, brick, central thermostat, fully equipped                        ", 51.6 ,2, 2007 , 5/5 ,/butai-kaune-sanciuose-a-juozapaviciaus-pr-parduodamas-butas-zsanciuose-a-1-3021745/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F26%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Centras, A. Mickevičiaus g.",Centras, A. Mickevičiaus g.,126 385 ,"
                            3 rooms, 54,95 m², 5/6 floor, 2021 year, brick, central thermostat, partial decoration                        ", 54.95 ,3, 2021 , 5/6 ,/butai-kaune-centre-a-mickeviciaus-g-m8-tai-nauji-namai-paciame-miesto-centre-1-3021731/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F26%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Centras, A. Mickevičiaus g.",Centras, A. Mickevičiaus g.,106 513 ,"
                            3 rooms, 46,31 m², 5/6 floor, 2021 year, brick, central thermostat, partial decoration                        ", 46.31 ,3, 2021 , 5/6 ,/butai-kaune-centre-a-mickeviciaus-g-m8-kauno-naujamiestis-kaip-ant-delno-pro-1-3021719/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F26%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Žemieji Šančiai, A. Juozapavičiaus pr.",Žemieji Šančiai, A. Juozapavičiaus pr.,199 900 ,"
                            4 rooms, 139,22 m², 1/3 floor, 1917 year, brick, central thermostat, fully equipped                        ", 139.22 ,4, 1917 , 1/3 ,/butai-kaune-sanciuose-a-juozapaviciaus-pr-parduodamas-moderniai-irengtas-4-kambariu-1-3021393/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F26%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Centras, Kęstučio g.",Centras, Kęstučio g.,35 000 ,"
                            1 rooms, 14 m², 4/5 floor, 1952 year, brick, central, fully equipped                        ", 14 ,1, 1952 , 4/5 ,/butai-kaune-centre-kestucio-g-parduodamas-1-k-bendrabucio-tipo-butas-centre-1-3021233/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F27%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Centras, A. Mickevičiaus g.",Centras, A. Mickevičiaus g.,64 999 ,"
                            2 rooms, 41,05 m², 1/3 floor, 1933 year, brick, central, fully equipped                        ", 41.05 ,2, 1933 , 1/3 ,/butai-kaune-centre-a-mickeviciaus-g-puikus-objektas-investicijai-arba-gyvenimui-1-3021007/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F27%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Šilainiai, Rasytės g.",Šilainiai, Rasytės g.,61 500 ,"
                            3 rooms, 63,99 m², 2/12 floor, 1986 year, block house, central, fully equipped                        ", 63.99 ,3, 1986 , 2/12 ,/butai-kaune-silainiuose-rasytes-g-parduodamas-butas-kaune-silainiuose-rasytes-g-1-3020485/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F27%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Šilainiai, Rasytės g.",Šilainiai, Rasytės g.,59 000 ,"
                            3 rooms, 64 m², 2/12 floor, 1986 year, block house, central, fully equipped                        ", 64 ,3, 1986 , 2/12 ,/butai-kaune-silainiuose-rasytes-g-parduodamas-3k-butas-rasytes-g-10-silainiai-1-3020063/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F27%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Šilainiai, Rasytės g.",Šilainiai, Rasytės g.,59 000 ,"
                            3 rooms, 63,99 m², 2/12 floor, 1986 year, block house, central, fully equipped                        ", 63.99 ,3, 1986 , 2/12 ,/butai-kaune-silainiuose-rasytes-g-parduodamas-butas-kaune-silainiuose-rasytes-1-3020171/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F27%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Šilainiai, Rasytės g.",Šilainiai, Rasytės g.,59 000 ,"
                            3 rooms, 63,99 m², 2/12 floor, 1986 year, block house, central, fully equipped                        ", 63.99 ,3, 1986 , 2/12 ,/butai-kaune-silainiuose-rasytes-g-parduodamas-butas-silainiuose-kaunas-1-3020079/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F27%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Senamiestis, J. Gruodžio g.",Senamiestis, J. Gruodžio g.,108 000 ,"
                            2 rooms, 38,33 m², 2/3 floor, 1900 year, brick, central thermostat, fully equipped                        ", 38.33 ,2, 1900 , 2/3 ,/butai-kaune-senamiestyje-j-gruodzio-g-3833-kvm-butas-gruodzio-g-16-parkavimo-1-3018157/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F27%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Romainiai, Alytaus g.",Romainiai, Alytaus g.,79 900 ,"
                            3 rooms, 66,25 m², 1/2 floor, 2021 year, brick, gas, partial decoration                        ", 66.25 ,3, 2021 , 1/2 ,/butai-kaune-romainiuose-alytaus-g-silainiu-miestelis-naujas-projektas-1-3020039/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F27%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Šilainiai, Alytaus g.",Šilainiai, Alytaus g.,79 900 ,"
                            3 rooms, 66,25 m², 1/2 floor, 2021 year, brick, gas, partial decoration                        ", 66.25 ,3, 2021 , 1/2 ,/butai-kaune-silainiuose-alytaus-g-silainiu-miestelis-naujas-projektas-1-3020037/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F27%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Žemieji Šančiai, Skuodo g.",Žemieji Šančiai, Skuodo g.,68 000 ,"
                            1 rooms, 40 m², 1/3 floor, 1981 year, brick, central thermostat, fully equipped                        ", 40 ,1, 1981 , 1/3 ,/butai-kaune-sanciuose-skuodo-g-verta-pirkti-praktiskai-centre-kompaktiskas-1-2974679/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F27%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Dainava, V. Krėvės pr.",Dainava, V. Krėvės pr.,57 000 ,"
                            2 rooms, 44 m², 5/5 floor, 1974 year, block house, central, fully equipped                        ", 44 ,2, 1974 , 5/5 ,/butai-kaune-dainavoje-v-kreves-pr-parduodamas-2-kambariu-butas-strategiskai-1-3019775/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F27%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Senamiestis, Vilniaus g.",Senamiestis, Vilniaus g.,165 000 ,"
                            3 rooms, 66,37 m², 2/4 floor, 1882 year, brick, central, fully equipped                        ", 66.37 ,3, 1882 , 2/4 ,/butai-kaune-senamiestyje-vilniaus-g-parduodamas-triju-kambariu-6637-kvm-butas-1-3019693/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F27%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Žemieji Šančiai, Kranto 14-oji g.",Žemieji Šančiai, Kranto 14-oji g.,149 000 ,"
                            4 rooms, 205 m², 0/2 floor, 2019 year, brick, gas, fully equipped                        ", 205 ,4, 2019 , 0/2 ,/butai-kaune-sanciuose-kranto-14-oji-g-parduodamas-butas-sublokuotame-name-z-1-3019615/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F27%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Aleksotas, S. Dariaus ir S. Girėno g.",Aleksotas, S. Dariaus ir S. Girėno g.,34 528 ,"
                            2 rooms, 28 m², 1/2 floor, 1931 year, brick, gas, partial decoration                        ", 28 ,2, 1931 , 1/2 ,/butai-kaune-aleksote-s-dariaus-ir-s-gireno-g-parduodamas-naujai-renovuotas-butas-aleksote-1-3019573/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F27%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Žaliakalnis, A. Mackevičiaus g.",Žaliakalnis, A. Mackevičiaus g.,75 000 ,"
                            3 rooms, 66,96 m², 1/2 floor, 1923 year, log house, gas, fully equipped                        ", 66.96 ,3, 1923 , 1/2 ,/butai-kaune-zaliakalnyje-a-mackeviciaus-g-parduodamas-erdvus-butas-zaliakalnyje-1-3019559/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F27%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Žemutiniai Kaniūkai, Girininkų g.",Žemutiniai Kaniūkai, Girininkų g.,119 000 ,"
                            3 rooms, 147,94 m², 1/2 floor, 1991 year, brick, gas, fully equipped                        ", 147.94 ,3, 1991 , 1/2 ,/butai-kaune-zemutiniuose-kaniukuose-girininku-g-parduodamas-erdvus-butas-zemuosiuose-1-3019537/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F27%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Dainava, Draugystės g.",Dainava, Draugystės g.,28 000 ,"
                            2 rooms, 40 m², 5/11 floor, 1985 year, block house, central thermostat, partial decoration                        ", 40 ,2, 1985 , 5/11 ,/butai-kaune-dainavoje-draugystes-g-netoli-nuo-centronutolusiame-vienuolikos-1-3018451/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F27%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Dainava, A. ir J. Gravrogkų g.",Dainava, A. ir J. Gravrogkų g.,27 000 ,"
                            1 rooms, 18 m², 2/5 floor, 1961 year, brick, central, fully equipped                        ", 18 ,1, 1961 , 2/5 ,/butai-kaune-dainavoje-a-ir-j-gravrogku-g--parduodamas-suremontuotas-butas-1-3018419/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F27%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Centras, J. Gruodžio g.",Centras, J. Gruodžio g.,110 200 ,"
                            2 rooms, 38 m², 1/2 floor, 1900 year, brick, central, fully equipped                        ", 38 ,2, 1900 , 1/2 ,/butai-kaune-centre-j-gruodzio-g-parduodamas-2-k-butas-centre-jgruodzio-1-3018053/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F27%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Centras, J. Gruodžio g.",Centras, J. Gruodžio g.,110 200 ,"
                            2 rooms, 38 m², 1/2 floor, 1900 year, brick, central, fully equipped                        ", 38 ,2, 1900 , 1/2 ,/butai-kaune-centre-j-gruodzio-g-naujai-irengtas-butas-su-parkavimo-vieta-1-3010549/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F27%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Žaliakalnis, Rytų g.",Žaliakalnis, Rytų g.,177 000 ,"
                            3 rooms, 71,33 m², 6/6 floor, 2019 year, brick, central thermostat, fully equipped                        ", 71.33 ,3, 2019 , 6/6 ,/butai-kaune-zaliakalnyje-rytu-g-parduodamas-isskirtinis-penthouse-tipo-3-ju-1-3017993/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F27%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Romainiai, Medingėnų g.",Romainiai, Medingėnų g.,75 000 ,"
                            3 rooms, 64 m², 1/2 floor, 2020 year, brick, gas, partial decoration                        ", 64 ,3, 2020 , 1/2 ,/butai-kaune-romainiuose-medingenu-g-atsilaisvino-paskutinis-kotedzas-sioje-1-2952095/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F27%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Vilijampolė, A. Fromo-Gužučio g.",Vilijampolė, A. Fromo-Gužučio g.,54 999 ,"
                            2 rooms, 45 m², 1/1 floor, 1945 year, brick, gas, solid fuel, fully equipped                        ", 45 ,2, 1945 , 1/1 ,/butai-kaune-vilijampoleje-a-fromo-guzucio-g-parduodamas-atskiras-butas-4-butu-name-su-1-3004607/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F27%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Šilainiai, Kuršių g.",Šilainiai, Kuršių g.,65 200 ,"
                            3 rooms, 61 m², 6/9 floor, 1986 year, block house, central, fully equipped                        ", 61 ,3, 1986 , 6/9 ,/butai-kaune-silainiuose-kursiu-g-be-tarpininku-butas-puikioje-lokacijoje-1-3017347/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F27%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Aukštieji Šančiai, K. Baršausko g.",Aukštieji Šančiai, K. Baršausko g.,75 000 ,"
                            3 rooms, 62 m², 3/3 floor, 1952 year, brick, central, fully equipped                        ", 62 ,3, 1952 , 3/3 ,/butai-kaune-aukstuosiuose-sanciuose-k-barsausko-g-parduodamas-3-kambariu-butas-kbarsausko-g-1-3016173/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F27%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Eiguliai, Sukilėlių pr.",Eiguliai, Sukilėlių pr.,430 000 ,"
                            4 rooms, 170 m², 13/13 floor, 2006 year, brick, central thermostat, fully equipped                        ", 170 ,4, 2006 , 13/13 ,/butai-kaune-eiguliuose-sukileliu-pr-parduodamas-unikalus-butas-ant-stogo-4-1-3015355/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F27%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Dainava, K. Šakenio g.",Dainava, K. Šakenio g.,118 000 ,"
                            3 rooms, 53 m², 2/2 floor, 2019 year, brick, electric, gas, fully equipped                        ", 53 ,3, 2019 , 2/2 ,/butai-kaune-dainavoje-k-sakenio-g-3-ju-kambariu-irengtas-butas-dainavoje-1-3015341/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F27%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Šilainiai, Jotvingių g.",Šilainiai, Jotvingių g.,93 900 ,"
                            4 rooms, 84 m², 2/9 floor, 1987 year, block house, central, fully equipped                        ", 84 ,4, 1987 , 2/9 ,/butai-kaune-silainiuose-jotvingiu-g-parduodamas-4-kambariu-butas-silainiuose-1-3015159/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F27%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Vilijampolė, Brastos g.",Vilijampolė, Brastos g.,180 000 ,"
                            2 rooms, 50,2 m², 4/4 floor, 2018 year, brick, central thermostat, fully equipped                        ", 50.2 ,2, 2018 , 4/4 ,/butai-kaune-vilijampoleje-brastos-g-parduodamas-dvieju-kambariu-gyvenamas-butas-1-3014771/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F27%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Žemieji Šančiai, Kretingos g.",Žemieji Šančiai, Kretingos g.,76 000 ,"
                            3 rooms, 103 m², 1/2 floor, 1992 year, brick, fully equipped                        ", 103 ,3, 1992 , 1/2 ,/butai-kaune-sanciuose-kretingos-g-salia-miesto-centro-tinkamas-investicijai-1-3014279/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F27%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Kalniečiai, P. Plechavičiaus g.",Kalniečiai, P. Plechavičiaus g.,75 000 ,"
                            4 rooms, 79,39 m², 4/5 floor, 1976 year, block house, central, not equipped                        ", 79.39 ,4, 1976 , 4/5 ,/butai-kaune-kalnieciuose-p-plechaviciaus-g-parduodamas-4-iu-kambariu-butas-p-1-3013397/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F28%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Šilainiai, Jotvingių g.",Šilainiai, Jotvingių g.,65 000 ,"
                            3 rooms, 61,5 m², 3/9 floor, 1988 year, block house, central, fully equipped                        ", 61.5 ,3, 1988 , 3/9 ,/butai-kaune-silainiuose-jotvingiu-g-parduodamas-3-kambariu-butas-kaune-1-3013187/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F28%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Žaliakalnis, Č. Sasnausko g.",Žaliakalnis, Č. Sasnausko g.,120 000 ,"
                            3 rooms, 70,33 m², 1/6 floor, 2021 year, brick, gas, partial decoration                        ", 70.33 ,3, 2021 , 1/6 ,/butai-kaune-zaliakalnyje-c-sasnausko-g-zaliakalnio-apartamentai-naujas-projektas-1-3009351/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F28%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Žaliakalnis, Savanorių pr.",Žaliakalnis, Savanorių pr.,124 000 ,"
                            2 rooms, 62 m², 2/3 floor, 1959 year, brick, central thermostat, fully equipped                        ", 62 ,2, 1959 , 2/3 ,/butai-kaune-zaliakalnyje-savanoriu-pr-minimalistiniu-modernumu-pulsuojantys-loftai-1-3012825/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F28%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Senamiestis, Vilniaus g.",Senamiestis, Vilniaus g.,197 000 ,"
                            2 rooms, 58,17 m², 2/2 floor, 1885 year, brick, central, fully equipped                        ", 58.17 ,2, 1885 , 2/2 ,/butai-kaune-senamiestyje-vilniaus-g-kauno-miesto-senamiestyje-pacioje-1-3012731/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F28%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Centras, Kęstučio g.",Centras, Kęstučio g.,35 000 ,"
                            1 rooms, 16 m², 3/5 floor, 1957 year, brick, central, fully equipped                        ", 16 ,1, 1957 , 3/5 ,/butai-kaune-centre-kestucio-g-parduodamas-vieno-kambario-bendrabucio-tipo-1-3012381/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F28%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Vilijampolė, Varnių g.",Vilijampolė, Varnių g.,199 999 ,"
                            4 rooms, 133,24 m², 5/7 floor, 2018 year, central thermostat, fully equipped                        ", 133.24 ,4, 2018 , 5/7 ,/butai-kaune-vilijampoleje-varniu-g-parduodamas-isskirtinio-tipo-butas-loftas-1-3012157/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F28%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
