Pavadinimas,Rajonas,Gatve,Kaina,Visa_info,Dydis,Kambariai,Metai,Aukstas/is,Nuoroda
"Aleksotas, Seniavos pl.",Aleksotas, Seniavos pl.,250 ,"
                            2 rooms, 50 m², 2/1 floor, 2010 year, solid fuel, brick                        ", 50 ,2, 2010 , 2/1 ,/butu-nuoma-kaune-aleksote-seniavos-pl-buto-nuoma-butas-yra-2-aukstu-nosavame-name-4-1077181/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F5%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Centras, Kęstučio g.",Centras, Kęstučio g.,550 ,"
                            2 rooms, 50 m², 2/5 floor, 1990 year, central, brick                        ", 50 ,2, 1990 , 2/5 ,/butu-nuoma-kaune-centre-kestucio-g-nuo-liepos-1-d-isnuomojamas-labai-tvarkingas-4-1077165/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F5%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Dainava, K. Baršausko g.",Dainava, K. Baršausko g.,330 ,"
                            2 rooms, 38 m², 3/4 floor, 1961 year, central, brick                        ", 38 ,2, 1961 , 3/4 ,/butu-nuoma-kaune-dainavoje-k-barsausko-g-nuomojamas-dvieju-kambariu-butas-prie-vi-4-1077155/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F5%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Šilainiai, Vėjo g.",Šilainiai, Vėjo g.,350 ,"
                            2 rooms, 50 m², 1/2 floor, 1980 year, solid fuel, brick                        ", 50 ,2, 1980 , 1/2 ,/butu-nuoma-kaune-silainiuose-vejo-g-2-kambariu-butas-nuomuojamas-silainiuose-4-1080307/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F5%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Eiguliai, P. Lukšio g.",Eiguliai, P. Lukšio g.,420 ,"
                            2 rooms, 51 m², 5/5 floor, 1976 year, central, block house                        ", 51 ,2, 1976 , 5/5 ,/butu-nuoma-kaune-eiguliuose-p-luksio-g-nuomojomas-jaukus-renovuotas-sviesus-ir-4-940443/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F5%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Centras, Vytauto pr.",Centras, Vytauto pr.,480 ,"
                            2 rooms, 45 m², 5/5 floor, 2009 year, central thermostat, brick                        ", 45 ,2, 2009 , 5/5 ,/butu-nuoma-kaune-centre-vytauto-pr-jaukus-45-kv-dvieju-kambariu-butas-su-4-1022975/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F5%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Petrašiūnai, T. Masiulio g.",Petrašiūnai, T. Masiulio g.,230 ,"
                            1 rooms, 25 m², 4/5 floor, 1966 year, central, brick                        ", 25 ,1, 1966 , 4/5 ,/butu-nuoma-kaune-petrasiunuose-t-masiulio-g-nuo-liepos-1-dienos-nuomojamas-vieno-kambario-4-917123/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F5%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Senamiestis, Karaliaus Mindaugo pr.",Senamiestis, Karaliaus Mindaugo pr.,690 ,"
                            3 rooms, 50 m², 2/3 floor, 2019 year, electric, central thermostat, brick                        ", 50 ,3, 2019 , 2/3 ,/butu-nuoma-kaune-senamiestyje-karaliaus-mindaugo-pr-nuo-birzelio-menesio-isnuomojamas-nuostabus-4-1076743/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F5%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Šilainiai, Eitkūnų g.",Šilainiai, Eitkūnų g.,400 ,"
                            2 rooms, 55 m², 4/5 floor, 2008 year, gas, brick                        ", 55 ,2, 2008 , 4/5 ,/butu-nuoma-kaune-silainiuose-eitkunu-g-nuomojamas-butas-naujos-statybos-name-4-957773/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F5%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Vilnius, Pašilaičiai, Laisvės pr.",Vilnius, Pašilaičiai,97 000 ,"
                            2 k., 60 m², 9/9 aukšt., 2009 m., mūrinis, centrinis kolektorinis, elektra, įrengtas                        ",                        2 k.. 60 ,"2 k., 60 m², 9/9 aukšt., 2009 m., mūrinis, centrinis kolektorinis, elektra, įrengtas","                        2 k., 60 m², 9/9 aukšt., 2009 m., mūrinis, centrinis kolektorinis, elektra, įrengtas                       "," 9/9 aukšt., 2009 m., mūrinis, centrinis kolektorinis, elektra, įrengtas                       ",/butai-vilniuje-pasilaiciuose-laisves-pr-4-27816711/?return_url=%2Fbutai%2F%3Fobj%3D1
"Aukštieji Šančiai, Prancūzų g.",Aukštieji Šančiai, Prancūzų g.,380 ,"
                            2 rooms, 50,07 m², 2/5 floor, 1986 year, central, brick                        ", 50.07 ,2, 1986 , 2/5 ,/butu-nuoma-kaune-aukstuosiuose-sanciuose-prancuzu-g-isnuomojamas-naujai-irengtas-dvieju-kambariu-4-1076697/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F6%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Žaliakalnis, Kalniečių g.",Žaliakalnis, Kalniečių g.,299 ,"
                            1 rooms, 23 m², 1/2 floor, 1950 year, gas, wooden house                        ", 23 ,1, 1950 , 1/2 ,/butu-nuoma-kaune-zaliakalnyje-kalnieciu-g-nuomojamas-sviesus-jaukus-vieno-kambario-4-1019625/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F6%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Dainava, Partizanų g.",Dainava, Partizanų g.,220 ,"
                            1 rooms, 35 m², 3/5 floor, 1980 year, central, block house                        ", 35 ,1, 1980 , 3/5 ,/butu-nuoma-kaune-dainavoje-partizanu-g-nuomuojamas-1-kambario-butas-partizanu-4-1079891/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F6%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Centras, Krėvos g.",Centras, Krėvos g.,700 ,"
                            2 rooms, 45,86 m², 5/6 floor, 2020 year, central thermostat, brick                        ", 45.86 ,2, 2020 , 5/6 ,/butu-nuoma-kaune-centre-krevos-g-isnuomojamas-pilnai-irengtas-2-kambariu-butas-4-1076631/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F6%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Centras, Laisvės al.",Centras, Laisvės al.,890 ,"
                            3 rooms, 87 m², 5/7 floor, 2008 year, central, brick                        ", 87 ,3, 2008 , 5/7 ,/butu-nuoma-kaune-centre-laisves-al-laisves-alejoje-nuomojamas-3-kambariu-erdvus-4-1076629/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F6%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Centras, Krėvos g.",Centras, Krėvos g.,670 ,"
                            2 rooms, 52,41 m², 5/6 floor, 2020 year, central thermostat, brick                        ", 52.41 ,2, 2020 , 5/6 ,/butu-nuoma-kaune-centre-krevos-g-isnuomojamas-pilnai-irengtas-2-kambariu-butas-4-1076627/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F6%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Žaliakalnis, Studentų g.",Žaliakalnis, Studentų g.,140 ,"
                            1 rooms, 20 m², 3/5 floor, 1972 year, central, brick                        ", 20 ,1, 1972 , 3/5 ,/butu-nuoma-kaune-zaliakalnyje-studentu-g-be-tarpininku-zaliakalnyje-naujai-4-789445/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F6%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Panemunė, Mažoji g.",Panemunė, Mažoji g.,400 ,"
                            2 rooms, 56 m², 3/4 floor, 1982 year, central, brick                        ", 56 ,2, 1982 , 3/4 ,/butu-nuoma-kaune-panemuneje-mazoji-g-isnuomojamas-nuo-birzelio-22-d-tik-4-978127/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F6%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Dainava, V. Krėvės pr.",Dainava, V. Krėvės pr.,230 ,"
                            2 rooms, 47 m², 5/5 floor, 1989 year, central, block house                        ", 47 ,2, 1989 , 5/5 ,/butu-nuoma-kaune-dainavoje-v-kreves-pr-tvarkingas-dvieju-kambariu-butas-4-1076331/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F6%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Vilijampolė, Jūratės g.",Vilijampolė, Jūratės g.,150 ,"
                            4 rooms, 172 m², 1/2 floor, 1970 year, central, gas, brick                        ", 172 ,4, 1970 , 1/2 ,/butu-nuoma-kaune-vilijampoleje-jurates-g-kambariu-nuoma-kaune-kambariu-nuoma-nuo-4-1076295/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F6%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Centras, A. Juozapavičiaus pr.",Centras, A. Juozapavičiaus pr.,500 ,"
                            2 rooms, 58 m², 3/3 floor, 2016 year, central thermostat, brick                        ", 58 ,2, 2016 , 3/3 ,/butu-nuoma-kaune-centre-a-juozapaviciaus-pr-nuomojamas-naujai-irengtas-2-3-kambariu-butas-4-1076257/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F6%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Centras, A. Mickevičiaus g.",Centras, A. Mickevičiaus g.,550 ,"
                            2 rooms, 50 m², 5/5 floor, 2018 year, central, brick                        ", 50 ,2, 2018 , 5/5 ,/butu-nuoma-kaune-centre-a-mickeviciaus-g-puikus-naujai-suremontuotas-butas-miesto-4-909541/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F6%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Dainava, V. Krėvės pr.",Dainava, V. Krėvės pr.,400 ,"
                            2 rooms, 47 m², 5/5 floor, 1978 year, central, block house                        ", 47 ,2, 1978 , 5/5 ,/butu-nuoma-kaune-dainavoje-v-kreves-pr-nuomojamas-2-nepereinamu-kambariu-butas-v-4-1076235/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F6%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Dainava, Taikos pr.",Dainava, Taikos pr.,380 ,"
                            2 rooms, 48 m², 6/9 floor, 1983 year, central, block house                        ", 48 ,2, 1983 , 6/9 ,/butu-nuoma-kaune-dainavoje-taikos-pr-2-kambariu-buto-nuoma-darbuotoju-4-1076233/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F6%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Dainava, Chemijos g.",Dainava, Chemijos g.,140 ,"
                            1 rooms, 80 m², 3/5 floor, 1970 year, central, brick                        ", 80 ,1, 1970 , 3/5 ,/butu-nuoma-kaune-dainavoje-chemijos-g-liko-paskutinis-kambarys-naujai-irengtas-4-4-1076181/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F6%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Vilijampolė, Kulvos g.",Vilijampolė, Kulvos g.,300 ,"
                            2 rooms, 34 m², 5/5 floor, 1981 year, central, brick                        ", 34 ,2, 1981 , 5/5 ,/butu-nuoma-kaune-vilijampoleje-kulvos-g-atliktas-remontas-daugiabutis-namas-randasi-4-1063321/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F6%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Dainava, Partizanų g.",Dainava, Partizanų g.,380 ,"
                            2 rooms, 47 m², 3/5 floor, 1975 year, central, block house                        ", 47 ,2, 1975 , 3/5 ,/butu-nuoma-kaune-dainavoje-partizanu-g-isnuomojamas-naujai-irengtas-2-ju-kambariu-4-1079423/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F6%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Senamiestis, Šv. Gertrūdos g.",Senamiestis, Šv. Gertrūdos g.,540 ,"
                            3 rooms, 70,3 m², 3/4 floor, 1986 year, central, brick                        ", 70.3 ,3, 1986 , 3/4 ,/butu-nuoma-kaune-senamiestyje-sv-gertrudos-g-isnuomojamas-be-tarpininku-skoningai-4-1079329/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F6%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Vytėnai, Nartavos g.",Vytėnai, Nartavos g.,670 ,"
                            4 rooms, 76 m², 1/2 floor, 2015 year, gas, brick                        ", 76 ,4, 2015 , 1/2 ,/butu-nuoma-kaune-vytenuose-nartavos-g-isnuomojamas-butas-su-visais-baldais-ir-4-1075801/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F6%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Centras, Kaunakiemio g.",Centras, Kaunakiemio g.,350 ,"
                            1 rooms, 25 m², 2/3 floor, 2018 year, electric, brick                        ", 25 ,1, 2018 , 2/3 ,/butu-nuoma-kaune-centre-kaunakiemio-g-nuomojamas-naujai-irengtas-studijos-tipo-25m2-4-913091/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F6%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Žaliakalnis, Aukštaičių g.",Žaliakalnis, Aukštaičių g.,650 ,"
                            3 rooms, 78 m², 2/3 floor, 2016 year, gas, brick                        ", 78 ,3, 2016 , 2/3 ,/butu-nuoma-kaune-zaliakalnyje-aukstaiciu-g-nuo-liepos-1d-isnuomojamas-3-kambariu-butas-4-1075665/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F6%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Centras, V. Putvinskio g.",Centras, V. Putvinskio g.,550 ,"
                            3 rooms, 60 m², 2/5 floor, 1970 year, central, brick                        ", 60 ,3, 1970 , 2/5 ,/butu-nuoma-kaune-centre-v-putvinskio-g-isnuomoju-3-kambariu-buta-kauno-centre-4-1034977/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F6%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Centras, Griunvaldo g.",Centras, Griunvaldo g.,380 ,"
                            2 rooms, 45 m², 4/4 floor, 1940 year, gas, brick                        ", 45 ,2, 1940 , 4/4 ,/butu-nuoma-kaune-centre-griunvaldo-g-nuomojamas-patogus-2-kambariu-butas-paciame-4-655443/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F6%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Žaliakalnis, J. Žemgulio g.",Žaliakalnis, J. Žemgulio g.,380 ,"
                            2 rooms, 37 m², 3/5 floor, 1979 year, central, brick                        ", 37 ,2, 1979 , 3/5 ,/butu-nuoma-kaune-zaliakalnyje-j-zemgulio-g--iki-azuolyno-700-m-iki-laisves-al-2-km-4-1078863/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F6%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Centras, K. Donelaičio g.",Centras, K. Donelaičio g.,260 ,"
                            1 rooms, 25 m², 2/4 floor, 1970 year, central, brick                        ", 25 ,1, 1970 , 2/4 ,/butu-nuoma-kaune-centre-k-donelaicio-g-brand-new-cozy-studio-apartment-with-shared-4-1053565/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F6%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Vilnius, Pašilaičiai, Laisvės pr.",Vilnius, Pašilaičiai,97 000 ,"
                            2 k., 60 m², 9/9 aukšt., 2009 m., mūrinis, centrinis kolektorinis, elektra, įrengtas                        ",                        2 k.. 60 ,"2 k., 60 m², 9/9 aukšt., 2009 m., mūrinis, centrinis kolektorinis, elektra, įrengtas","                        2 k., 60 m², 9/9 aukšt., 2009 m., mūrinis, centrinis kolektorinis, elektra, įrengtas                       "," 9/9 aukšt., 2009 m., mūrinis, centrinis kolektorinis, elektra, įrengtas                       ",/butai-vilniuje-pasilaiciuose-laisves-pr-4-27813359/?return_url=%2Fbutai%2F%3Fobj%3D1
"Senamiestis, J. Gruodžio g.",Senamiestis, J. Gruodžio g.,360 ,"
                            1 rooms, 40 m², 3/4 floor, 1978 year, central, brick                        ", 40 ,1, 1978 , 3/4 ,/butu-nuoma-kaune-senamiestyje-j-gruodzio-g-isnuomojama-puikiai-irengta-1-kambario-4-1078709/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F7%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Dainava, Draugystės g.",Dainava, Draugystės g.,400 ,"
                            2 rooms, 48,26 m², 2/5 floor, 1985 year, central thermostat, brick                        ", 48.26 ,2, 1985 , 2/5 ,/butu-nuoma-kaune-dainavoje-draugystes-g-nuomojamas-renovuotas-2-kambariu-butas-4-1075397/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F7%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Žaliakalnis, Minties Rato g.",Žaliakalnis, Minties Rato g.,340 ,"
                            2 rooms, 50 m², 1/2 floor, 1969 year, gas, wooden house                        ", 50 ,2, 1969 , 1/2 ,/butu-nuoma-kaune-zaliakalnyje-minties-rato-g-zaliakalni-salia-azuolyno-2k-50kv-butas-4-1075383/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F7%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Dainava, Kovo 11-osios g.",Dainava, Kovo 11-osios g.,380 ,"
                            2 rooms, 45 m², 5/5 floor, 1970 year, central, block house                        ", 45 ,2, 1970 , 5/5 ,/butu-nuoma-kaune-dainavoje-kovo-11-osios-g-nuomojamas-butas-be-tarpininku-du-izoliuoti-4-1078669/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F7%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Centras, Laisvės al.",Centras, Laisvės al.,280 ,"
                            2 rooms, 47 m², 4/5 floor, 1948 year, central, brick                        ", 47 ,2, 1948 , 4/5 ,/butu-nuoma-kaune-centre-laisves-al-isnuomojamas-tvarkingas-2-ju-kambariu-butas-4-1078643/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F7%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Šilainiai, Rasytės g.",Šilainiai, Rasytės g.,330 ,"
                            2 rooms, 50 m², 4/5 floor, 1986 year, central, block house                        ", 50 ,2, 1986 , 4/5 ,/butu-nuoma-kaune-silainiuose-rasytes-g-isnuomuojamas-2-kambariu-butas-rasytes-g-be-4-857963/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F7%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Eiguliai, Šiaurės pr.",Eiguliai, Šiaurės pr.,330 ,"
                            2 rooms, 49,16 m², 4/5 floor, 1979 year, central, monolithic                        ", 49.16 ,2, 1979 , 4/5 ,/butu-nuoma-kaune-eiguliuose-siaures-pr-nuo-birzelio-7d-nuomojamas-tvarkingas-2-4-1075307/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F7%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Eiguliai, Sukilėlių pr.",Eiguliai, Sukilėlių pr.,350 ,"
                            1 rooms, 43 m², 3/5 floor, 1982 year, central, block house                        ", 43 ,1, 1982 , 3/5 ,/butu-nuoma-kaune-eiguliuose-sukileliu-pr-eiguliuose-nuomojamas-vieno-kambario-butas-4-1075285/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F7%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Centras, V. Putvinskio g.",Centras, V. Putvinskio g.,250 ,"
                            1 rooms, 25 m², 4/4 floor, 1900 year, gas, brick                        ", 25 ,1, 1900 , 4/4 ,/butu-nuoma-kaune-centre-v-putvinskio-g-studijos-atsilaisvina-nuo-rugpjucio-30-d-4-1039657/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F7%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Šilainiai, Žemalės g.",Šilainiai, Žemalės g.,350 ,"
                            1 rooms, 35 m², 2/3 floor, 2016 year, gas, brick                        ", 35 ,1, 2016 , 2/3 ,/butu-nuoma-kaune-silainiuose-zemales-g-tiesiogiai-be-tarpininku-2016-m-4-1075215/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F7%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Romainiai, Liucijanavos g.",Romainiai, Liucijanavos g.,430 ,"
                            2 rooms, 46 m², 2/2 floor, 2013 year, gas, brick                        ", 46 ,2, 2013 , 2/2 ,/butu-nuoma-kaune-romainiuose-liucijanavos-g-isnuomojamas-kotedzo-tipo-46m2-butas-4-1075177/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F7%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Dainava, Pramonės pr.",Dainava, Pramonės pr.,300 ,"
                            1 rooms, 34 m², 3/5 floor, 1988 year, central, block house                        ", 34 ,1, 1988 , 3/5 ,/butu-nuoma-kaune-dainavoje-pramones-pr-pilnai-irengtas-1-kambario-butas-dainavos-r-4-1077801/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F7%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Žemieji Šančiai, L. Ivinskio g.",Žemieji Šančiai, L. Ivinskio g.,150 ,"
                            1 rooms, 20 m², 1/3 floor, 1997 year, brick                        ", 20 ,1, 1997 , 1/3 ,/butu-nuoma-kaune-sanciuose-l-ivinskio-g-pigus-apgyvendinimas-darbuotojams-nuomojame-4-823583/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F7%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Senamiestis, Kumelių g.",Senamiestis, Kumelių g.,450 ,"
                            1 rooms, 43 m², 2/2 floor, 1960 year, central, brick                        ", 43 ,1, 1960 , 2/2 ,/butu-nuoma-kaune-senamiestyje-kumeliu-g-nuomojamas-gero-vaibo-butas-kauno-miesto-4-924309/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F7%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Centras, Tunelio g.",Centras, Tunelio g.,280 ,"
                            1 rooms, 25 m², 1/2 floor, 1939 year, gas, wooden house                        ", 25 ,1, 1939 , 1/2 ,/butu-nuoma-kaune-centre-tunelio-g-be-tarpininku-isnuomojamas-1-kmb-butas-4-924101/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F7%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Žaliakalnis, Saulės g.",Žaliakalnis, Saulės g.,399 ,"
                            2 rooms, 51 m², 2/5 floor, 1995 year, central, brick                        ", 51 ,2, 1995 , 2/5 ,/butu-nuoma-kaune-zaliakalnyje-saules-g-nuomojamas-sviesus-ir-labai-siltas-dvieju-4-1060515/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F7%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Vilijampolė, Miškinio g.",Vilijampolė, Miškinio g.,330 ,"
                            2 rooms, 40 m², 2/2 floor, 2003 year, gas, brick                        ", 40 ,2, 2003 , 2/2 ,/butu-nuoma-kaune-vilijampoleje-miskinio-g-isnuomojamas-labai-tvarkingas-dvieju-kambariu-4-735139/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F7%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Dainava, Partizanų g.",Dainava, Partizanų g.,200 ,"
                            1 rooms, 20 m², 3/5 floor, 1970 year, central, sunbatteries, brick                        ", 20 ,1, 1970 , 3/5 ,/butu-nuoma-kaune-dainavoje-partizanu-g-nuo-birzelio-14-dienos-isnuomojamas-vieno-4-1058639/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F7%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Centras, I. Kanto g.",Centras, I. Kanto g.,750 ,"
                            3 rooms, 100 m², 8/9 floor, 2008 year, central thermostat, brick                        ", 100 ,3, 2008 , 8/9 ,/butu-nuoma-kaune-centre-i-kanto-g-ilgalaike-nuoma-nemaziau-metai-parkingo-4-763969/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F7%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Centras, Vytauto pr.",Centras, Vytauto pr.,480 ,"
                            2 rooms, 46 m², 2/5 floor, 2011 year, central thermostat, brick                        ", 46 ,2, 2011 , 2/5 ,/butu-nuoma-kaune-centre-vytauto-pr-apartment-for-rent-in-the-center-of-kaunas-4-789247/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F7%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Centras, Krėvos g.",Centras, Krėvos g.,600 ,"
                            2 rooms, 48 m², 5/6 floor, 2020 year, central thermostat, brick                        ", 48 ,2, 2020 , 5/6 ,/butu-nuoma-kaune-centre-krevos-g-nuomojamas-naujai-irengtas-2-ju-kambariu-4-1074839/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F7%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Dainava, Sartų g.",Dainava, Sartų g.,100 ,"
                            1 rooms, 50 m², 2/2 floor, 1970 year, gas, brick                        ", 50 ,1, 1970 , 2/2 ,/butu-nuoma-kaune-dainavoje-sartu-g-nuomojami-du-kambariai-nuosavo-namo-triju-4-1077943/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F7%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Dainava, Savanorių pr.",Dainava, Savanorių pr.,500 ,"
                            3 rooms, 67,12 m², 8/9 floor, 1984 year, central, brick                        ", 67.12 ,3, 1984 , 8/9 ,/butu-nuoma-kaune-dainavoje-savanoriu-pr-nuomojamas-tvarkingas-3-kambariu-butas-4-1074799/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F7%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Dainava, V. Krėvės pr.",Dainava, V. Krėvės pr.,350 ,"
                            1 rooms, 37 m², 3/5 floor, 1988 year, central, block house                        ", 37 ,1, 1988 , 3/5 ,/butu-nuoma-kaune-dainavoje-v-kreves-pr-isnuomojamas-butas-vieno-kambario-jaukus-4-1074653/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F7%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Senamiestis, J. Jablonskio g.",Senamiestis, J. Jablonskio g.,397 ,"
                            2 rooms, 30 m², 1/2 floor, 1967 year, central, brick                        ", 30 ,2, 1967 , 1/2 ,/butu-nuoma-kaune-senamiestyje-j-jablonskio-g-isnuomojamas-jaukus-pritrenkianciai-sviesus-4-1074595/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F7%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
