Pavadinimas,Rajonas,Gatve,Kaina,Visa_info,Dydis,Kambariai,Metai,Aukstas/is,Nuoroda
"Kalniečiai, Kalniečių g.",Kalniečiai, Kalniečių g.,350 ,"
                            2 rooms, 33 m², 1/5 floor, 1999 year, central thermostat, brick                        ", 33 ,2, 1999 , 1/5 ,/butu-nuoma-kaune-kalnieciuose-kalnieciu-g-jaukus-butas-prie-lsmu-reguliuojamas-4-972731/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F3%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Centras, Kęstučio g.",Centras, Kęstučio g.,460 ,"
                            2 rooms, 50 m², 3/5 floor, 1936 year, central thermostat, brick                        ", 50 ,2, 1936 , 3/5 ,/butu-nuoma-kaune-centre-kestucio-g-imone-isnuomoja-naujai-irengta-loft-tipo-4-1079581/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F3%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Žaliakalnis, Aušros g.",Žaliakalnis, Aušros g.,600 ,"
                            2 rooms, 90 m², 2/2 floor, 1940 year, electric, gas, brick                        ", 90 ,2, 1940 , 2/2 ,/butu-nuoma-kaune-zaliakalnyje-ausros-g-dvieju-kambariu-apie-90-kv-m-bendro-ploto-4-759515/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F3%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Senamiestis, Palangos g.",Senamiestis, Palangos g.,150 ,"
                            4 rooms, 3 m², 3/3 floor, 1949 year, gas, brick                        ", 3 ,4, 1949 , 3/3 ,/butu-nuoma-kaune-senamiestyje-palangos-g-kambarys-senamiestyje-kambarys-senamiestyje-4-1079475/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F3%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Žemieji Šančiai, Kranto al.",Žemieji Šančiai, Kranto al.,290 ,"
                            1 rooms, 30 m², 1/2 floor, 1933 year, gas, wooden house                        ", 30 ,1, 1933 , 1/2 ,/butu-nuoma-kaune-sanciuose-kranto-al-vieno-kambario-studijos-tipo-butas-be-4-1004085/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F3%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Šilainiai, Lazdynėlių g.",Šilainiai, Lazdynėlių g.,550 ,"
                            3 rooms, 71 m², 3/3 floor, 2008 year, gas, brick                        ", 71 ,3, 2008 , 3/3 ,/butu-nuoma-kaune-silainiuose-lazdyneliu-g-isnuomojamas-3-kambariu-2-miegamieji-4-843227/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F3%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Senamiestis, Brastos g.",Senamiestis, Brastos g.,680 ,"
                            2 rooms, 58 m², 4/5 floor, 2019 year, central thermostat, brick                        ", 58 ,2, 2019 , 4/5 ,/butu-nuoma-kaune-senamiestyje-brastos-g-nuomininkams-nera-taikomi-jokie-agenturos-4-1013073/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F3%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Dainava, K. Baršausko g.",Dainava, K. Baršausko g.,200 ,"
                            1 rooms, 18 m², 2/4 floor, 1968 year, central, brick                        ", 18 ,1, 1968 , 2/4 ,/butu-nuoma-kaune-dainavoje-k-barsausko-g-nuomuojamas-vieno-kambario-butas-su-baldais-4-1079341/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F3%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Aukštieji Šančiai, Ašmenos 1-oji g.",Aukštieji Šančiai, Ašmenos 1-oji g.,400 ,"
                            2 rooms, 53 m², 2/8 floor, 2008 year, central, brick                        ", 53 ,2, 2008 , 2/8 ,/butu-nuoma-kaune-aukstuosiuose-sanciuose-asmenos-1-oji-g-nuomojamas-jaukus-2-kambariu-butas-4-1079339/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F3%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Centras, Krėvos g.",Centras, Krėvos g.,650 ,"
                            2 rooms, 53 m², 5/6 floor, 2020 year, central thermostat, brick                        ", 53 ,2, 2020 , 5/6 ,/butu-nuoma-kaune-centre-krevos-g-nuomojamas-naujai-irengtas-2-ju-kambariu-4-1079333/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F3%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Šilainiai, Baltų pr.",Šilainiai, Baltų pr.,350 ,"
                            2 rooms, 56 m², 5/9 floor, 1990 year, central, block house                        ", 56 ,2, 1990 , 5/9 ,/butu-nuoma-kaune-silainiuose-baltu-pr-nuomojamas-2-kambariu-butas-baltu-pr-4-1079331/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F3%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Dainava, V. Krėvės pr.",Dainava, V. Krėvės pr.,350 ,"
                            1 rooms, 35 m², 4/5 floor, 1980 year, central thermostat, brick                        ", 35 ,1, 1980 , 4/5 ,/butu-nuoma-kaune-dainavoje-v-kreves-pr-nuomojamas-1-kamb-butas-v-kreves-pr-4-1079201/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F3%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Vilijampolė, Raudondvario pl.",Vilijampolė, Raudondvario pl.,380 ,"
                            3 rooms, 66,5 m², 5/5 floor, 1980 year, central, brick                        ", 66.5 ,3, 1980 , 5/5 ,/butu-nuoma-kaune-vilijampoleje-raudondvario-pl-isnuomojamas-3-k-butas-labai-sviesus-4-1079091/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F3%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Žaliakalnis, Savanorių pr.",Žaliakalnis, Savanorių pr.,400 ,"
                            2 rooms, 40 m², 3/4 floor, 1969 year, central, brick                        ", 40 ,2, 1969 , 3/4 ,/butu-nuoma-kaune-zaliakalnyje-savanoriu-pr-isnuomojamas-2-k-butas-zaliakalnyje-4-1054141/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F3%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Šilainiai, Prūsų g.",Šilainiai, Prūsų g.,485 ,"
                            2 rooms, 70 m², 2/3 floor, 2008 year, central thermostat, brick                        ", 70 ,2, 2008 , 2/3 ,/butu-nuoma-kaune-silainiuose-prusu-g-isnuomojamas-erdvus-23-kambariu-70-kv-m-4-1078965/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F3%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Centras, Trakų g.",Centras, Trakų g.,140 ,"
                            3 rooms, 75 m², 3/3 floor, 1930 year, gas, brick                        ", 75 ,3, 1930 , 3/3 ,/butu-nuoma-kaune-centre-traku-g-kambarys-merginai-miesto-centre-salutineje-4-979899/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F3%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Centras, Laisvės al.",Centras, Laisvės al.,700 ,"
                            3 rooms, 98 m², 4/5 floor, 1970 year, central, brick                        ", 98 ,3, 1970 , 4/5 ,/butu-nuoma-kaune-centre-laisves-al-isnuomuojamas-butas-laisves-alejoje-4-955745/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F3%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Centras, Krėvos g.",Centras, Krėvos g.,780 ,"
                            3 rooms, 70 m², 2/5 floor, 2020 year, central thermostat, brick                        ", 70 ,3, 2020 , 2/5 ,/butu-nuoma-kaune-centre-krevos-g-parko-namai-paciame-miesto-centre-vietoje-4-1078831/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F3%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Žaliakalnis, Savanorių pr.",Žaliakalnis, Savanorių pr.,680 ,"
                            2 rooms, 60 m², 9/15 floor, 2017 year, central thermostat, gas, monolithic                        ", 60 ,2, 2017 , 9/15 ,/butu-nuoma-kaune-zaliakalnyje-savanoriu-pr-nauju-gyventoju-laukia-puikiai-irengtas-4-970903/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F3%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Vilnius, Pašilaičiai, Laisvės pr.",Vilnius, Pašilaičiai,97 000 ,"
                            2 k., 60 m², 9/9 aukšt., 2009 m., mūrinis, centrinis kolektorinis, elektra, įrengtas                        ",                        2 k.. 60 ,"2 k., 60 m², 9/9 aukšt., 2009 m., mūrinis, centrinis kolektorinis, elektra, įrengtas","                        2 k., 60 m², 9/9 aukšt., 2009 m., mūrinis, centrinis kolektorinis, elektra, įrengtas                       "," 9/9 aukšt., 2009 m., mūrinis, centrinis kolektorinis, elektra, įrengtas                       ",/butai-vilniuje-pasilaiciuose-laisves-pr-4-27811252/?return_url=%2Fbutai%2F%3Fobj%3D1
"Vilijampolė, Panerių g.",Vilijampolė, Panerių g.,160 ,"
                            4 rooms, 15 m², 2/2 floor, 2018 year, gas, wooden house                        ", 15 ,4, 2018 , 2/2 ,/butu-nuoma-kaune-vilijampoleje-paneriu-g-merginai-isnuomojamas-1-kambarys-4-840201/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F4%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Freda, Bitininkų g.",Freda, Bitininkų g.,490 ,"
                            2 rooms, 52 m², 2/3 floor, 2014 year, gas, brick                        ", 52 ,2, 2014 , 2/3 ,/butu-nuoma-kaune-fredoje-bitininku-g-2-kambariu-butas-jaukus-siuolaikiskas-su-4-1067413/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F4%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Centras, Vytauto pr.",Centras, Vytauto pr.,280 ,"
                            1 rooms, 34 m², 3/3 floor, 1954 year, central, brick                        ", 34 ,1, 1954 , 3/3 ,/butu-nuoma-kaune-centre-vytauto-pr-nuoma-kauno-centre-ilgalaike-nuoma-4-1078725/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F4%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Eiguliai, Sukilėlių pr.",Eiguliai, Sukilėlių pr.,440 ,"
                            2 rooms, 68 m², 7/12 floor, 2007 year, central thermostat, brick                        ", 68 ,2, 2007 , 7/12 ,/butu-nuoma-kaune-eiguliuose-sukileliu-pr-4-1078457/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F4%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Dainava, Partizanų g.",Dainava, Partizanų g.,350 ,"
                            2 rooms, 44 m², 2/5 floor, 1972 year, central, block house                        ", 44 ,2, 1972 , 2/5 ,/butu-nuoma-kaune-dainavoje-partizanu-g-nuomojamas-2kambariu-butas-2-ame-aukste-su-2-4-963019/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F4%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Dainava, Pramonės pr.",Dainava, Pramonės pr.,600 ,"
                            2 rooms, 55 m², 8/9 floor, 2020 year, central, block house                        ", 55 ,2, 2020 , 8/9 ,/butu-nuoma-kaune-dainavoje-pramones-pr-nuomojamas-modernus-2-kambariu-butas-dainavos-4-1078391/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F4%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Dainava, Pašilės g.",Dainava, Pašilės g.,320 ,"
                            1 rooms, 30 m², 3/5 floor, 1967 year, central, block house                        ", 30 ,1, 1967 , 3/5 ,/butu-nuoma-kaune-dainavoje-pasiles-g-isnuomojamas-jaukus-ir-sltas-butas-labai-4-1078375/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F4%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Centras, S. Daukanto g.",Centras, S. Daukanto g.,380 ,"
                            1 rooms, 31 m², 3/6 floor, 1936 year, central thermostat, brick                        ", 31 ,1, 1936 , 3/6 ,/butu-nuoma-kaune-centre-s-daukanto-g-miesto-centre-greta-laisves-alejos-4-1077121/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F4%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Dainava, Savanorių pr.",Dainava, Savanorių pr.,360 ,"
                            2 rooms, 48 m², 9/10 floor, 2008 year, central thermostat, brick                        ", 48 ,2, 2008 , 9/10 ,/butu-nuoma-kaune-dainavoje-savanoriu-pr-isnuomojamas-siuolaikiskai-irengtas-jaukus-4-833225/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F4%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Žaliakalnis, Voveraičių g.",Žaliakalnis, Voveraičių g.,599 ,"
                            3 rooms, 75 m², 1/2 floor, 1957 year, central, central thermostat, brick                        ", 75 ,3, 1957 , 1/2 ,/butu-nuoma-kaune-zaliakalnyje-voveraiciu-g-isnuomojamas-naujai-irengtas-erdvus-3-4-924163/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F4%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Senamiestis, Vilniaus g.",Senamiestis, Vilniaus g.,500 ,"
                            2 rooms, 47,27 m², 2/2 floor, 1885 year, central, brick                        ", 47.27 ,2, 1885 , 2/2 ,/butu-nuoma-kaune-senamiestyje-vilniaus-g-namas-pastatytas-1885-metais-ir-tapo-lietuvos-4-1078237/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F4%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Dainava, V. Krėvės pr.",Dainava, V. Krėvės pr.,220 ,"
                            1 rooms, 20 m², 1/5 floor, 1980 year, central, brick                        ", 20 ,1, 1980 , 1/5 ,/butu-nuoma-kaune-dainavoje-v-kreves-pr-studijos-tipo-butas-nuo-liepos-1-dienos-4-1032205/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F4%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Žaliakalnis, A. Baranausko g.",Žaliakalnis, A. Baranausko g.,300 ,"
                            1 rooms, 34,31 m², 5/5 floor, 1979 year, central, brick                        ", 34.31 ,1, 1979 , 5/5 ,/butu-nuoma-kaune-zaliakalnyje-a-baranausko-g-isnuomojamas-1-kambario-butas-ramioje-vietoje-4-1078183/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F4%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Dainava, M. Riomerio g.",Dainava, M. Riomerio g.,270 ,"
                            1 rooms, 30 m², 7/9 floor, 2018 year, central, brick                        ", 30 ,1, 2018 , 7/9 ,/butu-nuoma-kaune-dainavoje-m-riomerio-g-nuomojamas-renovuotas-butas-su-vaizdinga-4-1078157/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F4%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Vilijampolė, Inkaro g.",Vilijampolė, Inkaro g.,149 ,"
                            1 rooms, 18 m², 3/5 floor, 1980 year, central, block house                        ", 18 ,1, 1980 , 3/5 ,/butu-nuoma-kaune-vilijampoleje-inkaro-g-bendrabucio-tipo-kambarys-patogumai-visi-4-1068127/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F4%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Centras, Karaliaus Mindaugo pr.",Centras, Karaliaus Mindaugo pr.,320 ,"
                            1 rooms, 30 m², 3/3 floor, 1924 year, central, brick                        ", 30 ,1, 1924 , 3/3 ,/butu-nuoma-kaune-centre-karaliaus-mindaugo-pr-laisvas-nuo-liepos-1-d-apziureti-galima-4-1078099/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F4%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Šilainiai, Baltijos g.",Šilainiai, Baltijos g.,320 ,"
                            2 rooms, 51 m², 4/9 floor, 1995 year, central, brick                        ", 51 ,2, 1995 , 4/9 ,/butu-nuoma-kaune-silainiuose-baltijos-g-nuomojame-2-kambariu-buta-kaune-silainiuose-4-1078075/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F4%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Žemieji Šančiai, A. Juozapavičiaus pr.",Žemieji Šančiai, A. Juozapavičiaus pr.,450 ,"
                            2 rooms, 53 m², 3/5 floor, 1895 year, central thermostat, brick                        ", 53 ,2, 1895 , 3/5 ,/butu-nuoma-kaune-sanciuose-a-juozapaviciaus-pr-nuomuojamas-jaukus-dvieju-kambariu-lofto-tipo-4-1078049/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F4%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Kalniečiai, Šiaurės pr.",Kalniečiai, Šiaurės pr.,350 ,"
                            2 rooms, 50 m², 1/5 floor, 1979 year, central, block house                        ", 50 ,2, 1979 , 1/5 ,/butu-nuoma-kaune-kalnieciuose-siaures-pr-butas-nuomojamas-maziausiai-metams-be-4-1077961/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F4%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Dainava, V. Krėvės pr.",Dainava, V. Krėvės pr.,350 ,"
                            3 rooms, 47 m², 1/5 floor, 1973 year, central, block house                        ", 47 ,3, 1973 , 1/5 ,/butu-nuoma-kaune-dainavoje-v-kreves-pr-nuomuojamas-tvarkingas-butas-su-baldais-ir-4-1077315/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F4%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Lampėdžiai, Gintaro g.",Lampėdžiai, Gintaro g.,650 ,"
                            3 rooms, 74 m², 1/3 floor, 2008 year, gas, brick                        ", 74 ,3, 2008 , 1/3 ,/butu-nuoma-kaune-lampedziuose-gintaro-g-nuomojamas-triju-kambariu-butas-su-visais-4-738261/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F4%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Šilainiai, Šarkuvos g.",Šilainiai, Šarkuvos g.,270 ,"
                            2 rooms, 38 m², 3/5 floor, 1990 year, central, block house                        ", 38 ,2, 1990 , 3/5 ,/butu-nuoma-kaune-silainiuose-sarkuvos-g-isnuomojame-2-k-buta-sarkuvos-g14-3ais-5-4-787377/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F4%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Dainava, Pašilės g.",Dainava, Pašilės g.,400 ,"
                            2 rooms, 45 m², 4/4 floor, 1969 year, central, block house                        ", 45 ,2, 1969 , 4/4 ,/butu-nuoma-kaune-dainavoje-pasiles-g-butas-po-kapitalinio-remonto-nauji-baldai-4-1077875/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F4%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Dainava, Taikos pr.",Dainava, Taikos pr.,650 ,"
                            5 rooms, 94 m², 4/5 floor, 1988 year, central, brick                        ", 94 ,5, 1988 , 4/5 ,/butu-nuoma-kaune-dainavoje-taikos-pr-isnuomojamas-5-k-butas-kaune-taikos-pr-4-1077873/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F4%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Dainava, Taikos pr.",Dainava, Taikos pr.,190 ,"
                            1 rooms, 34 m², 8/9 floor, 1977 year, central, block house                        ", 34 ,1, 1977 , 8/9 ,/butu-nuoma-kaune-dainavoje-taikos-pr-tvarkingas-vieno-kambario-tvarkingas-4-1077813/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F4%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Vilnius, Pašilaičiai, Laisvės pr.",Vilnius, Pašilaičiai,97 000 ,"
                            2 k., 60 m², 9/9 aukšt., 2009 m., mūrinis, centrinis kolektorinis, elektra, įrengtas                        ",                        2 k.. 60 ,"2 k., 60 m², 9/9 aukšt., 2009 m., mūrinis, centrinis kolektorinis, elektra, įrengtas","                        2 k., 60 m², 9/9 aukšt., 2009 m., mūrinis, centrinis kolektorinis, elektra, įrengtas                       "," 9/9 aukšt., 2009 m., mūrinis, centrinis kolektorinis, elektra, įrengtas                       ",/butai-vilniuje-pasilaiciuose-laisves-pr-4-27812477/?return_url=%2Fbutai%2F%3Fobj%3D1
"Dainava, Savanorių pr.",Dainava, Savanorių pr.,450 ,"
                            2 rooms, 52 m², 3/12 floor, 1995 year, central, brick                        ", 52 ,2, 1995 , 3/12 ,/butu-nuoma-kaune-dainavoje-savanoriu-pr-atnaujintas-2-ju-k-butas-kaune-sveiki-4-1077785/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F5%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Kalniečiai, P. Lukšio g.",Kalniečiai, P. Lukšio g.,130 ,"
                            1 rooms, 9 m², 3/3 floor, 1994 year, central, brick                        ", 9 ,1, 1994 , 3/3 ,/butu-nuoma-kaune-kalnieciuose-p-luksio-g-nuomojami-2-kambariai-5-kambariu-bute-kaina-4-1027367/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F5%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Vilijampolė, Raudondvario pl.",Vilijampolė, Raudondvario pl.,100 ,"
                            1 rooms, 10 m², 5/5 floor, 1974 year, central, brick                        ", 10 ,1, 1974 , 5/5 ,/butu-nuoma-kaune-vilijampoleje-raudondvario-pl-isnuomojamas-1-kambarys-bendrabucio-tipo-name-4-1077777/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F5%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Šilainiai, J. Grušo g.",Šilainiai, J. Grušo g.,295 ,"
                            1 rooms, 32 m², 3/5 floor, 2000 year, central, brick                        ", 32 ,1, 2000 , 3/5 ,/butu-nuoma-kaune-silainiuose-j-gruso-g-isnuomojamas-tvarkingas-1-kambario-butas-su-4-1077771/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F5%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Žaliakalnis, Kalniečių g.",Žaliakalnis, Kalniečių g.,250 ,"
                            2 rooms, 44 m², 5/5 floor, 1983 year, central, brick                        ", 44 ,2, 1983 , 5/5 ,/butu-nuoma-kaune-zaliakalnyje-kalnieciu-g-namas-randasi-salia-kauno-klinikines-4-1077711/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F5%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Žaliakalnis, J. Basanavičiaus al.",Žaliakalnis, J. Basanavičiaus al.,380 ,"
                            3 rooms, 64 m², 2/4 floor, 1966 year, central, brick                        ", 64 ,3, 1966 , 2/4 ,/butu-nuoma-kaune-zaliakalnyje-j-basanaviciaus-al--renovuotas-sviesus-butas-pacioje-4-1077675/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F5%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Dainava, Chemijos g.",Dainava, Chemijos g.,220 ,"
                            1 rooms, 20 m², 5/5 floor, 1980 year, central, brick                        ", 20 ,1, 1980 , 5/5 ,/butu-nuoma-kaune-dainavoje-chemijos-g-naujai-irengtas-vieno-kambario-butas-4-1062333/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F5%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Senamiestis, M. Daukšos g.",Senamiestis, M. Daukšos g.,350 ,"
                            2 rooms, 32 m², 1/2 floor, 1860 year, gas, brick                        ", 32 ,2, 1860 , 1/2 ,/butu-nuoma-kaune-senamiestyje-m-dauksos-g-nuomoju-buta-kauno-senamiestyje-butas-4-1077529/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F5%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Žaliakalnis, J. Basanavičiaus al.",Žaliakalnis, J. Basanavičiaus al.,270 ,"
                            1 rooms, 19 m², 3/5 floor, 1976 year, central, brick                        ", 19 ,1, 1976 , 3/5 ,/butu-nuoma-kaune-zaliakalnyje-j-basanaviciaus-al-isnuomojamas-siu-metu-pradzioje-naujai-4-1077483/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F5%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Eiguliai, Geležinio Vilko g.",Eiguliai, Geležinio Vilko g.,440 ,"
                            2 rooms, 49 m², 2/6 floor, 2008 year, central thermostat, brick                        ", 49 ,2, 2008 , 2/6 ,/butu-nuoma-kaune-eiguliuose-gelezinio-vilko-g-naujos-statybos-name-siuolaikiskai-irengtas-2-4-1077481/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F5%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Dainava, Kovo 11-osios g.",Dainava, Kovo 11-osios g.,170 ,"
                            1 rooms, 18 m², 2/5 floor, 1976 year, central, brick                        ", 18 ,1, 1976 , 2/5 ,/butu-nuoma-kaune-dainavoje-kovo-11-osios-g-isnuomojamas-naujai-suremontuotas-1o-kambario-4-1077469/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F5%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Dainava, Birželio 23-iosios g.",Dainava, Birželio 23-iosios g.,440 ,"
                            4 rooms, 63 m², 9/9 floor, 1970 year, central, electric, block house                        ", 63 ,4, 1970 , 9/9 ,/butu-nuoma-kaune-dainavoje-birzelio-23-iosios-g-isnuomojamas-suremontuotas-4-kambariu-butas-4-880209/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F5%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
